2025-12-10T05:07:09.314510 -130.1704101
2025-12-10T05:45:02.976127 subsystem_status: 4
2025-12-10T05:45:02.977627 flight_mode: 0
2025-12-10T05:45:02.979127 low_power_mode: 0
2025-12-10T05:45:02.980126 status_events: 175
2025-12-10T05:45:02.982132 acceleration: 18.2600
2025-12-10T05:45:02.983632 height_pressure: 26.00
2025-12-10T05:45:02.985133 height_gnss: 12.60
2025-12-10T05:45:02.987132 lat_gnss: 75.1159362
2025-12-10T05:45:02.988633 lon_gnss: -67.4204406
2025-12-10T05:45:02.989633 battery_voltage: 8.23
2025-12-10T05:45:02.991146 rssi: -67.00
2025-12-10T05:45:02.992654 time_since_last_packet: 125
2025-12-10T05:45:03.120227 temperature > 80 C: 20
2025-12-10T05:45:03.120227 subsystem_status: 3
2025-12-10T05:45:03.121238 flight_mode: 1
2025-12-10T05:45:03.121238 low_power_mode: 1
2025-12-10T05:45:03.121741 status_events: 107
2025-12-10T05:45:03.121741 acceleration: 9.2200
2025-12-10T05:45:03.122741 height_pressure: 14.50
2025-12-10T05:45:03.122741 height_gnss: 15.80
2025-12-10T05:45:03.127246 lat_gnss: 53.4198226
2025-12-10T05:45:03.127246 lon_gnss: 50.0128021
2025-12-10T05:45:03.131249 battery_voltage: 5.76
2025-12-10T05:45:03.131249 rssi: -47.00
2025-12-10T05:45:03.139756 time_since_last_packet: 126
2025-12-10T05:45:04.115826 temperature > 80 C: 65
2025-12-10T05:45:04.116326 subsystem_status: 6
2025-12-10T05:45:04.116826 flight_mode: 0
2025-12-10T05:45:04.117326 low_power_mode: 1
2025-12-10T05:45:04.117825 status_events: 118
2025-12-10T05:45:04.117825 acceleration: 17.1500
2025-12-10T05:45:04.118325 height_pressure: 28.10
2025-12-10T05:45:04.118325 height_gnss: 21.90
2025-12-10T05:45:04.118825 lat_gnss: 16.2021541
2025-12-10T05:45:04.119325 lon_gnss: 148.9071807
2025-12-10T05:46:08.096842 s: -74.2469940
2025-12-10T05:46:08.097841 battery_voltage: 7.96
2025-12-10T05:46:08.098342 rssi: -87.00
2025-12-10T05:46:08.098841 time_since_last_packet: 126
2025-12-10T05:46:08.099342 temperature > 80 C: 33
2025-12-10T05:46:08.100343 lon_gnss: -74.2469940
2025-12-10T05:46:08.100343 battery_voltage: 7.96
2025-12-10T05:46:08.100843 rssi: -87.00
2025-12-10T05:46:08.101342 time_since_last_packet: 126
2025-12-10T05:46:08.101342 temperature > 80 C: 33
2025-12-10T05:46:08.101842 lon_gnss: -74.2469940
2025-12-10T05:46:08.102342 battery_voltage: 7.96
2025-12-10T05:46:08.102342 rssi: -87.00
2025-12-10T05:46:08.102842 time_since_last_packet: 126
2025-12-10T05:46:08.102842 temperature > 80 C: 33
2025-12-10T05:46:09.002054 subsystem_status: 0
2025-12-10T05:46:09.002555 flight_mode: 1
2025-12-10T05:46:09.002555 low_power_mode: 0
2025-12-10T05:46:09.006564 status_events: 30
2025-12-10T05:46:09.006564 acceleration: 0.3000
2025-12-10T05:46:09.010563 height_pressure: 26.10
2025-12-10T05:46:09.011071 height_gnss: 22.70
2025-12-10T05:46:09.014581 lat_gnss: 46.9739456
2025-12-10T05:46:09.016593 lon_gnss: 177.1400146
2025-12-10T05:46:09.018589 battery_voltage: 9.67
2025-12-10T05:46:09.019091 rssi: -59.00
2025-12-10T05:46:09.019591 time_since_last_packet: 125
2025-12-10T05:46:09.146344 temperature > 80 C: 62
2025-12-10T05:46:09.147347 subsystem_status: 1
2025-12-10T05:46:09.147846 flight_mode: 0
2025-12-10T05:46:09.149346 low_power_mode: 0
2025-12-10T05:46:09.150348 status_events: 6
2025-12-10T05:46:09.150849 acceleration: 14.6700
2025-12-10T05:46:09.153850 height_pressure: 24.70
2025-12-10T05:46:09.154353 height_gnss: 28.30
2025-12-10T05:46:09.157853 lat_gnss: 22.3228836
2025-12-10T05:46:09.158352 lon_gnss: -68.1328277
2025-12-10T05:46:09.161853 battery_voltage: 5.21
2025-12-10T05:46:09.162353 rssi: -35.00
2025-12-10T05:46:09.165858 time_since_last_packet: 126
2025-12-10T05:46:09.292671 temperature > 80 C: 29
2025-12-10T05:46:09.293673 subsystem_status: 3
2025-12-10T05:46:09.294675 flight_mode: 0
2025-12-10T05:46:09.295176 low_power_mode: 0
2025-12-10T05:46:09.295677 status_events: 196
2025-12-10T05:46:09.296949 acceleration: 0.5700
2025-12-10T05:46:09.297452 height_pressure: 17.00
2025-12-10T05:46:09.301453 height_gnss: 5.50
2025-12-10T05:46:09.301952 lat_gnss: 81.1283493
2025-12-10T05:46:09.305457 lon_gnss: 72.8566207
2025-12-10T05:46:09.305957 battery_voltage: 8.28
2025-12-10T05:46:09.306458 rssi: -98.00
2025-12-10T05:46:09.309457 time_since_last_packet: 126
2025-12-10T05:46:09.435267 temperature > 80 C: 87
2025-12-10T05:46:09.436270 subsystem_status: 0
2025-12-10T05:46:09.436770 flight_mode: 0
2025-12-10T05:46:09.437270 low_power_mode: 0
2025-12-10T05:46:09.440501 status_events: 55
2025-12-10T05:46:09.441005 acceleration: 8.0700
2025-12-10T05:46:09.441504 height_pressure: 6.40
2025-12-10T05:46:09.452512 height_gnss: 5.80
2025-12-10T05:46:09.453522 lat_gnss: 69.7942886
2025-12-10T05:46:09.454025 lon_gnss: -136.4525756
2025-12-10T05:46:09.454524 battery_voltage: 6.78
2025-12-10T05:46:09.455025 rssi: -62.00
2025-12-10T05:46:09.455525 time_since_last_packet: 125
2025-12-10T05:46:09.581432 temperature > 80 C: 49
2025-12-10T05:46:09.582435 subsystem_status: 0
2025-12-10T05:46:09.582935 flight_mode: 1
2025-12-10T05:46:09.583937 low_power_mode: 1
2025-12-10T05:46:09.584441 status_events: 119
2025-12-10T05:46:09.584941 acceleration: 14.3900
2025-12-10T05:46:09.587940 height_pressure: 18.20
2025-12-10T05:46:09.588442 height_gnss: 8.50
2025-12-10T05:46:09.591940 lat_gnss: 25.7471408
2025-12-10T05:46:09.592440 lon_gnss: 54.6719741
2025-12-10T05:46:09.595943 battery_voltage: 9.56
2025-12-10T05:46:09.596446 rssi: -58.00
2025-12-10T05:46:09.597446 time_since_last_packet: 126
2025-12-10T05:46:09.722626 temperature > 80 C: 61
2025-12-10T05:46:09.725212 subsystem_status: 7
2025-12-10T05:46:09.726211 flight_mode: 0
2025-12-10T05:46:09.727210 low_power_mode: 0
2025-12-10T05:46:09.727710 status_events: 113
2025-12-10T05:46:09.731209 acceleration: 14.1500
2025-12-10T05:46:09.732209 height_pressure: 11.40
2025-12-10T05:46:09.732710 height_gnss: 18.20
2025-12-10T05:46:09.744282 lat_gnss: 86.5084457
2025-12-10T05:46:09.744783 lon_gnss: -58.1158561
2025-12-10T05:46:09.745781 battery_voltage: 7.86
2025-12-10T05:46:09.746282 rssi: -42.00
2025-12-10T05:46:09.746781 time_since_last_packet: 126
2025-12-10T05:46:09.866790 temperature > 80 C: 80
2025-12-10T05:46:09.867291 subsystem_status: 6
2025-12-10T05:46:09.870790 flight_mode: 1
2025-12-10T05:46:09.871291 low_power_mode: 0
2025-12-10T05:46:09.871791 status_events: 94
2025-12-10T05:46:09.874840 acceleration: 12.8000
2025-12-10T05:46:09.875347 height_pressure: 0.40
2025-12-10T05:46:09.878801 height_gnss: 19.40
2025-12-10T05:46:09.879302 lat_gnss: 44.1681137
2025-12-10T05:46:09.882809 lon_gnss: 27.9859828
2025-12-10T05:46:09.882809 battery_voltage: 10.15
2025-12-10T05:46:09.883812 rssi: -72.00
2025-12-10T05:46:09.886815 time_since_last_packet: 125
2025-12-10T05:46:10.013653 temperature > 80 C: 50
2025-12-10T05:46:10.014657 subsystem_status: 6
2025-12-10T05:46:10.015657 flight_mode: 1
2025-12-10T05:46:10.016657 low_power_mode: 0
2025-12-10T05:46:10.018157 status_events: 245
2025-12-10T05:46:10.020161 acceleration: 1.4800
2025-12-10T05:46:10.022157 height_pressure: 5.50
2025-12-10T05:46:10.022657 height_gnss: 7.10
2025-12-10T05:46:10.022657 lat_gnss: 54.4743766
2025-12-10T05:46:10.026164 lon_gnss: -2.2607829
2025-12-10T05:46:10.026664 battery_voltage: 6.53
2025-12-10T05:46:10.030165 rssi: -81.00
2025-12-10T05:46:10.030664 time_since_last_packet: 126
2025-12-10T05:46:10.157269 temperature > 80 C: 42
2025-12-10T05:46:10.158273 subsystem_status: 4
2025-12-10T05:46:10.158772 flight_mode: 1
2025-12-10T05:46:10.161274 low_power_mode: 0
2025-12-10T05:46:10.161774 status_events: 123
2025-12-10T05:46:10.162773 acceleration: 10.6400
2025-12-10T05:46:10.165280 height_pressure: 4.10
2025-12-10T05:46:10.166281 height_gnss: 17.40
2025-12-10T05:46:10.169780 lat_gnss: 57.4199867
2025-12-10T05:46:10.170281 lon_gnss: 112.5162277
2025-12-10T05:46:10.173783 battery_voltage: 8.68
2025-12-10T05:46:10.174286 rssi: -85.00
2025-12-10T05:46:10.177286 time_since_last_packet: 125
2025-12-10T05:46:10.302669 temperature > 80 C: 20
2025-12-10T05:46:10.303682 subsystem_status: 5
2025-12-10T05:46:10.304185 flight_mode: 0
2025-12-10T05:46:10.304685 low_power_mode: 0
2025-12-10T05:46:10.305185 status_events: 143
2025-12-10T05:46:10.308685 acceleration: 7.5100
2025-12-10T05:46:10.309185 height_pressure: 26.50
2025-12-10T05:46:10.312685 height_gnss: 10.10
2025-12-10T05:46:10.313691 lat_gnss: 53.1399002
2025-12-10T05:46:10.317195 lon_gnss: 163.2720336
2025-12-10T05:46:10.317694 battery_voltage: 9.46
2025-12-10T05:46:10.318194 rssi: -86.00
2025-12-10T05:46:10.321198 time_since_last_packet: 125
2025-12-10T05:46:10.446136 temperature > 80 C: 86
2025-12-10T05:46:10.447140 subsystem_status: 7
2025-12-10T05:46:10.448139 flight_mode: 0
2025-12-10T05:46:10.448638 low_power_mode: 0
2025-12-10T05:46:10.452139 status_events: 209
2025-12-10T05:46:10.452640 acceleration: 3.0000
2025-12-10T05:46:10.453644 height_pressure: 21.40
2025-12-10T05:46:10.456647 height_gnss: 10.80
2025-12-10T05:46:10.457147 lat_gnss: 14.1850786
2025-12-10T05:46:10.460647 lon_gnss: -81.9831542
2025-12-10T05:46:10.461147 battery_voltage: 6.05
2025-12-10T05:46:10.464153 rssi: -95.00
2025-12-10T05:46:10.465153 time_since_last_packet: 126
2025-12-10T05:46:10.592307 temperature > 80 C: 46
2025-12-10T05:46:10.593817 subsystem_status: 3
2025-12-10T05:46:10.594823 flight_mode: 0
2025-12-10T05:46:10.595323 low_power_mode: 0
2025-12-10T05:46:10.596323 status_events: 124
2025-12-10T05:46:10.596823 acceleration: 7.4600
2025-12-10T05:46:10.599822 height_pressure: 8.60
2025-12-10T05:46:10.600322 height_gnss: 17.20
2025-12-10T05:46:10.603824 lat_gnss: 75.4839096
2025-12-10T05:46:10.604327 lon_gnss: -140.9241638
2025-12-10T05:46:10.607828 battery_voltage: 7.02
2025-12-10T05:46:10.608328 rssi: -45.00
2025-12-10T05:46:10.610334 time_since_last_packet: 125
2025-12-10T05:46:10.737009 temperature > 80 C: 50
2025-12-10T05:46:10.738015 subsystem_status: 0
2025-12-10T05:46:10.738514 flight_mode: 1
2025-12-10T05:46:10.738514 low_power_mode: 1
2025-12-10T05:46:10.739518 status_events: 116
2025-12-10T05:46:10.743021 acceleration: 16.6800
2025-12-10T05:46:10.743021 height_pressure: 26.40
2025-12-10T05:46:10.744024 height_gnss: 7.20
2025-12-10T05:46:10.755038 lat_gnss: 89.4687347
2025-12-10T05:46:10.756041 lon_gnss: -4.9284892
2025-12-10T05:46:10.756540 battery_voltage: 8.87
2025-12-10T05:46:10.757040 rssi: -54.00
2025-12-10T05:46:10.757541 time_since_last_packet: 125
2025-12-10T05:46:10.882862 temperature > 80 C: 51
2025-12-10T05:46:10.883901 subsystem_status: 3
2025-12-10T05:46:10.884405 flight_mode: 1
2025-12-10T05:46:10.884904 low_power_mode: 0
2025-12-10T05:46:10.885404 status_events: 33
2025-12-10T05:46:10.886405 acceleration: 7.9700
2025-12-10T05:46:10.886905 height_pressure: 24.00
2025-12-10T05:46:10.890404 height_gnss: 20.40
2025-12-10T05:46:10.891406 lat_gnss: -63.6805076
2025-12-10T05:46:10.894408 lon_gnss: -46.9042167
2025-12-10T05:46:10.895408 battery_voltage: 9.85
2025-12-10T05:46:10.895908 rssi: -86.00
2025-12-10T05:46:10.898378 time_since_last_packet: 125
2025-12-10T05:46:11.024048 temperature > 80 C: 75
2025-12-10T05:46:11.025549 subsystem_status: 4
2025-12-10T05:46:11.026551 flight_mode: 1
2025-12-10T05:46:11.027049 low_power_mode: 1
2025-12-10T05:46:11.029550 status_events: 165
2025-12-10T05:46:11.030550 acceleration: 9.6700
2025-12-10T05:46:11.033561 height_pressure: 18.90
2025-12-10T05:46:11.034572 height_gnss: 14.60
2025-12-10T05:46:11.038071 lat_gnss: 80.7409133
2025-12-10T05:46:11.038571 lon_gnss: 64.2883605
2025-12-10T05:46:11.038571 battery_voltage: 6.85
2025-12-10T05:46:11.042018 rssi: -62.00
2025-12-10T05:46:11.043016 time_since_last_packet: 126
2025-12-10T05:46:11.168713 temperature > 80 C: 53
2025-12-10T05:46:11.169717 subsystem_status: 2
2025-12-10T05:46:11.170718 flight_mode: 0
2025-12-10T05:46:11.172717 low_power_mode: 0
2025-12-10T05:46:11.173721 status_events: 73
2025-12-10T05:46:11.174224 acceleration: 2.6100
2025-12-10T05:46:11.177223 height_pressure: 29.60
2025-12-10T05:46:11.177724 height_gnss: 18.60
2025-12-10T05:46:11.181224 lat_gnss: -1.5079829
2025-12-10T05:46:11.181726 lon_gnss: -94.0556945
2025-12-10T05:46:11.185240 battery_voltage: 8.60
2025-12-10T05:46:11.186240 rssi: -83.00
2025-12-10T05:46:11.189240 time_since_last_packet: 126
2025-12-10T05:46:11.315336 temperature > 80 C: 37
2025-12-10T05:46:11.316339 subsystem_status: 0
2025-12-10T05:46:11.316839 flight_mode: 0
2025-12-10T05:46:11.317339 low_power_mode: 0
2025-12-10T05:46:11.317842 status_events: 16
2025-12-10T05:46:11.320840 acceleration: 10.9000
2025-12-10T05:46:11.321339 height_pressure: 1.90
2025-12-10T05:46:11.324844 height_gnss: 23.90
2025-12-10T05:46:11.325344 lat_gnss: -59.1119956
2025-12-10T05:46:11.328844 lon_gnss: 64.5471954
2025-12-10T05:46:11.329344 battery_voltage: 7.25
2025-12-10T05:46:11.329845 rssi: -61.00
2025-12-10T05:46:11.332850 time_since_last_packet: 125
2025-12-10T05:46:11.458894 temperature > 80 C: 31
2025-12-10T05:46:11.459898 subsystem_status: 1
2025-12-10T05:46:11.460396 flight_mode: 0
2025-12-10T05:46:11.460896 low_power_mode: 0
2025-12-10T05:46:11.463901 status_events: 145
2025-12-10T05:46:11.464406 acceleration: 9.4100
2025-12-10T05:46:11.465910 height_pressure: 23.10
2025-12-10T05:46:11.467904 height_gnss: 8.10
2025-12-10T05:46:11.468405 lat_gnss: 56.0916519
2025-12-10T05:46:11.472404 lon_gnss: -111.4301605
2025-12-10T05:46:11.472904 battery_voltage: 6.15
2025-12-10T05:46:11.475923 rssi: -90.00
2025-12-10T05:46:11.476924 time_since_last_packet: 126
2025-12-10T05:46:11.602903 temperature > 80 C: 85
2025-12-10T05:46:11.603949 subsystem_status: 5
2025-12-10T05:46:11.604453 flight_mode: 1
2025-12-10T05:46:11.605452 low_power_mode: 1
2025-12-10T05:46:11.607452 status_events: 182
2025-12-10T05:46:11.607955 acceleration: 18.4300
2025-12-10T05:46:11.611453 height_pressure: 4.30
2025-12-10T05:46:11.612455 height_gnss: 25.00
2025-12-10T05:46:11.615474 lat_gnss: -85.5637588
2025-12-10T05:46:11.616473 lon_gnss: -104.9259643
2025-12-10T05:46:11.619474 battery_voltage: 11.31
2025-12-10T05:46:11.620475 rssi: -62.00
2025-12-10T05:46:11.622973 time_since_last_packet: 125
2025-12-10T05:46:11.749142 temperature > 80 C: 59
2025-12-10T05:46:11.750151 subsystem_status: 1
2025-12-10T05:46:11.751151 flight_mode: 0
2025-12-10T05:46:11.751651 low_power_mode: 0
2025-12-10T05:46:11.752150 status_events: 162
2025-12-10T05:46:11.754656 acceleration: 7.6900
2025-12-10T05:46:11.755157 height_pressure: 16.60
2025-12-10T05:46:11.758656 height_gnss: 21.40
2025-12-10T05:46:11.759659 lat_gnss: 75.3033218
2025-12-10T05:46:11.760157 lon_gnss: -63.4899444
2025-12-10T05:46:11.771169 battery_voltage: 11.78
2025-12-10T05:46:11.772172 rssi: -48.00
2025-12-10T05:46:11.772672 time_since_last_packet: 125
2025-12-10T05:46:11.890031 temperature > 80 C: 76
2025-12-10T05:46:11.891037 subsystem_status: 0
2025-12-10T05:46:11.894078 flight_mode: 1
2025-12-10T05:46:11.895078 low_power_mode: 0
2025-12-10T05:46:11.896078 status_events: 95
2025-12-10T05:46:11.898579 acceleration: 9.2300
2025-12-10T05:46:11.901584 height_pressure: 6.50
2025-12-10T05:46:11.902078 height_gnss: 16.70
2025-12-10T05:46:11.902578 lat_gnss: -53.0587615
2025-12-10T05:46:11.906583 lon_gnss: -13.4885921
2025-12-10T05:46:11.907084 battery_voltage: 6.71
2025-12-10T05:46:11.910585 rssi: -59.00
2025-12-10T05:46:11.911084 time_since_last_packet: 125
2025-12-10T05:46:12.037311 temperature > 80 C: 77
2025-12-10T05:46:12.039322 subsystem_status: 7
2025-12-10T05:46:12.041834 flight_mode: 1
2025-12-10T05:46:12.042831 low_power_mode: 0
2025-12-10T05:46:12.042831 status_events: 166
2025-12-10T05:46:12.044341 acceleration: 13.9100
2025-12-10T05:46:12.045842 height_pressure: 19.30
2025-12-10T05:46:12.046346 height_gnss: 6.20
2025-12-10T05:46:12.049842 lat_gnss: -18.6588325
2025-12-10T05:46:12.050342 lon_gnss: -10.7398653
2025-12-10T05:46:12.053845 battery_voltage: 7.26
2025-12-10T05:46:12.054348 rssi: -63.00
2025-12-10T05:46:12.055349 time_since_last_packet: 126
2025-12-10T05:46:12.181748 temperature > 80 C: 85
2025-12-10T05:46:12.182752 subsystem_status: 4
2025-12-10T05:46:12.182752 flight_mode: 0
2025-12-10T05:46:12.184759 low_power_mode: 1
2025-12-10T05:46:12.185759 status_events: 85
2025-12-10T05:46:12.188759 acceleration: 10.1200
2025-12-10T05:46:12.189759 height_pressure: 18.40
2025-12-10T05:46:12.190258 height_gnss: 22.10
2025-12-10T05:46:12.192759 lat_gnss: -74.9587783
2025-12-10T05:46:12.194267 lon_gnss: 97.8400650
2025-12-10T05:46:12.197266 battery_voltage: 7.97
2025-12-10T05:46:12.197768 rssi: -78.00
2025-12-10T05:46:12.201266 time_since_last_packet: 125
2025-12-10T05:46:12.327717 temperature > 80 C: 55
2025-12-10T05:46:12.329218 subsystem_status: 4
2025-12-10T05:46:12.330217 flight_mode: 1
2025-12-10T05:46:12.331217 low_power_mode: 0
2025-12-10T05:46:12.332216 status_events: 17
2025-12-10T05:46:12.332717 acceleration: 9.7800
2025-12-10T05:46:12.333721 height_pressure: 13.50
2025-12-10T05:46:12.336724 height_gnss: 10.80
2025-12-10T05:46:12.337224 lat_gnss: -23.2566604
2025-12-10T05:46:12.340531 lon_gnss: 146.6995544
2025-12-10T05:46:12.341032 battery_voltage: 8.28
2025-12-10T05:46:12.341532 rssi: -87.00
2025-12-10T05:46:12.344539 time_since_last_packet: 125
2025-12-10T05:46:12.471236 temperature > 80 C: 23
2025-12-10T05:46:12.472236 subsystem_status: 2
2025-12-10T05:46:12.472735 flight_mode: 1
2025-12-10T05:46:12.473739 low_power_mode: 0
2025-12-10T05:46:12.475743 status_events: 169
2025-12-10T05:46:12.476243 acceleration: 15.1200
2025-12-10T05:46:12.479743 height_pressure: 20.40
2025-12-10T05:46:12.480743 height_gnss: 9.10
2025-12-10T05:46:12.483754 lat_gnss: -2.5617399
2025-12-10T05:46:12.484260 lon_gnss: -89.1390380
2025-12-10T05:46:12.485260 battery_voltage: 11.96
2025-12-10T05:46:12.496002 rssi: -82.00
2025-12-10T05:46:12.497004 time_since_last_packet: 126
2025-12-10T05:46:12.612509 temperature > 80 C: 52
2025-12-10T05:46:12.615217 subsystem_status: 4
2025-12-10T05:46:12.615717 flight_mode: 1
2025-12-10T05:46:12.619137 low_power_mode: 0
2025-12-10T05:46:12.619640 status_events: 61
2025-12-10T05:46:12.620139 acceleration: 14.2300
2025-12-10T05:46:12.622638 height_pressure: 10.70
2025-12-10T05:46:12.624143 height_gnss: 25.80
2025-12-10T05:46:12.627143 lat_gnss: -55.9776077
2025-12-10T05:46:12.628145 lon_gnss: -17.0094470
2025-12-10T05:46:12.631643 battery_voltage: 5.93
2025-12-10T05:46:12.632144 rssi: -32.00
2025-12-10T05:46:12.635287 time_since_last_packet: 125
2025-12-10T05:46:12.761818 temperature > 80 C: 21
2025-12-10T05:46:12.762821 subsystem_status: 7
2025-12-10T05:46:12.762821 flight_mode: 1
2025-12-10T05:46:12.763823 low_power_mode: 1
2025-12-10T05:46:12.764327 status_events: 169
2025-12-10T05:46:12.766329 acceleration: 10.0200
2025-12-10T05:46:12.767330 height_pressure: 7.70
2025-12-10T05:46:12.770896 height_gnss: 1.90
2025-12-10T05:46:12.771396 lat_gnss: 42.7958946
2025-12-10T05:46:12.774913 lon_gnss: -59.3605918
2025-12-10T05:46:12.775413 battery_voltage: 7.95
2025-12-10T05:46:12.775913 rssi: -56.00
2025-12-10T05:46:12.778913 time_since_last_packet: 125
2025-12-10T05:46:12.904893 temperature > 80 C: 42
2025-12-10T05:46:12.908396 subsystem_status: 6
2025-12-10T05:46:12.910891 flight_mode: 0
2025-12-10T05:46:12.911891 low_power_mode: 0
2025-12-10T05:46:12.912888 status_events: 12
2025-12-10T05:46:12.912888 acceleration: 18.5500
2025-12-10T05:46:12.913891 height_pressure: 27.50
2025-12-10T05:46:12.914394 height_gnss: 9.90
2025-12-10T05:46:12.914894 lat_gnss: 54.7041358
2025-12-10T05:46:12.918183 lon_gnss: 6.4835319
2025-12-10T05:46:12.918687 battery_voltage: 11.52
2025-12-10T05:46:12.922185 rssi: -97.00
2025-12-10T05:46:12.922686 time_since_last_packet: 126
2025-12-10T05:46:13.049302 temperature > 80 C: 48
2025-12-10T05:46:13.050306 subsystem_status: 1
2025-12-10T05:46:13.051306 flight_mode: 1
2025-12-10T05:46:13.051805 low_power_mode: 0
2025-12-10T05:46:13.052805 status_events: 204
2025-12-10T05:46:13.053807 acceleration: 15.8300
2025-12-10T05:46:13.057310 height_pressure: 6.30
2025-12-10T05:46:13.058311 height_gnss: 3.70
2025-12-10T05:46:13.061311 lat_gnss: 89.1168060
2025-12-10T05:46:13.062311 lon_gnss: 132.3513336
2025-12-10T05:46:13.065426 battery_voltage: 7.61
2025-12-10T05:46:13.066429 rssi: -47.00
2025-12-10T05:46:13.069429 time_since_last_packet: 125
2025-12-10T05:46:13.195946 temperature > 80 C: 89
2025-12-10T05:46:13.196950 subsystem_status: 7
2025-12-10T05:46:13.197449 flight_mode: 1
2025-12-10T05:46:13.198449 low_power_mode: 0
2025-12-10T05:46:13.198950 status_events: 205
2025-12-10T05:46:13.200949 acceleration: 7.8900
2025-12-10T05:46:13.201449 height_pressure: 19.60
2025-12-10T05:46:13.202449 height_gnss: 13.70
2025-12-10T05:46:13.213468 lat_gnss: 48.6692314
2025-12-10T05:46:13.214472 lon_gnss: 147.3976898
2025-12-10T05:46:13.215472 battery_voltage: 9.62
2025-12-10T05:46:13.215971 rssi: -52.00
2025-12-10T05:46:13.216972 time_since_last_packet: 126
2025-12-10T05:46:13.336206 temperature > 80 C: 36
2025-12-10T05:46:13.336706 subsystem_status: 2
2025-12-10T05:46:13.339707 flight_mode: 0
2025-12-10T05:46:13.341216 low_power_mode: 0
2025-12-10T05:46:13.342215 status_events: 179
2025-12-10T05:46:13.344220 acceleration: 6.0400
2025-12-10T05:46:13.345222 height_pressure: 0.30
2025-12-10T05:46:13.348225 height_gnss: 25.50
2025-12-10T05:46:13.349234 lat_gnss: -80.1882095
2025-12-10T05:46:13.352225 lon_gnss: 77.9973602
2025-12-10T05:46:13.352725 battery_voltage: 6.23
2025-12-10T05:46:13.353729 rssi: -40.00
2025-12-10T05:46:13.364950 time_since_last_packet: 125
2025-12-10T05:46:13.481868 temperature > 80 C: 50
2025-12-10T05:46:13.483871 subsystem_status: 5
2025-12-10T05:46:13.485889 flight_mode: 1
2025-12-10T05:46:13.487391 low_power_mode: 0
2025-12-10T05:46:13.488891 status_events: 3
2025-12-10T05:46:13.489890 acceleration: 16.4000
2025-12-10T05:46:13.491386 height_pressure: 17.30
2025-12-10T05:46:13.492386 height_gnss: 16.20
2025-12-10T05:46:13.495894 lat_gnss: 26.4724006
2025-12-10T05:46:13.496894 lon_gnss: 79.2317199
2025-12-10T05:46:13.497395 battery_voltage: 7.92
2025-12-10T05:46:13.499782 rssi: -79.00
2025-12-10T05:46:13.500409 time_since_last_packet: 125
2025-12-10T05:46:13.626499 temperature > 80 C: 26
2025-12-10T05:46:13.627501 subsystem_status: 1
2025-12-10T05:46:13.628502 flight_mode: 1
2025-12-10T05:46:13.631001 low_power_mode: 0
2025-12-10T05:46:13.631504 status_events: 83
2025-12-10T05:46:13.632502 acceleration: 1.0500
2025-12-10T05:46:13.635008 height_pressure: 2.10
2025-12-10T05:46:13.635508 height_gnss: 28.30
2025-12-10T05:46:13.639156 lat_gnss: -73.4256896
2025-12-10T05:46:13.639716 lon_gnss: -120.1967697
2025-12-10T05:46:13.642723 battery_voltage: 7.15
2025-12-10T05:46:13.643727 rssi: -56.00
2025-12-10T05:46:13.647230 time_since_last_packet: 125
2025-12-10T05:46:13.774106 temperature > 80 C: 68
2025-12-10T05:46:13.775110 subsystem_status: 3
2025-12-10T05:46:13.775609 flight_mode: 1
2025-12-10T05:46:13.776609 low_power_mode: 1
2025-12-10T05:46:13.777109 status_events: 228
2025-12-10T05:46:13.778399 acceleration: 5.1500
2025-12-10T05:46:13.778902 height_pressure: 5.80
2025-12-10T05:46:13.782489 height_gnss: 13.00
2025-12-10T05:46:13.782992 lat_gnss: -7.4145398
2025-12-10T05:46:13.786496 lon_gnss: 138.6885833
2025-12-10T05:46:13.786996 battery_voltage: 8.59
2025-12-10T05:46:13.787997 rssi: -39.00
2025-12-10T05:46:13.790498 time_since_last_packet: 125
2025-12-10T05:46:13.917013 temperature > 80 C: 27
2025-12-10T05:46:13.918016 subsystem_status: 1
2025-12-10T05:46:13.919017 flight_mode: 0
2025-12-10T05:46:13.920018 low_power_mode: 1
2025-12-10T05:46:13.921757 status_events: 74
2025-12-10T05:46:13.922459 acceleration: 7.7600
2025-12-10T05:46:13.922958 height_pressure: 11.10
2025-12-10T05:46:13.925964 height_gnss: 29.50
2025-12-10T05:46:13.926464 lat_gnss: -89.6048736
2025-12-10T05:46:13.929964 lon_gnss: 120.8054962
2025-12-10T05:46:13.930965 battery_voltage: 10.44
2025-12-10T05:46:13.933976 rssi: -44.00
2025-12-10T05:46:13.934980 time_since_last_packet: 126
2025-12-10T05:46:14.061225 temperature > 80 C: 68
2025-12-10T05:46:14.062227 subsystem_status: 6
2025-12-10T05:46:14.062728 flight_mode: 0
2025-12-10T05:46:14.063730 low_power_mode: 0
2025-12-10T05:46:14.065232 status_events: 182
2025-12-10T05:46:14.065733 acceleration: 1.5600
2025-12-10T05:46:14.069232 height_pressure: 15.40
2025-12-10T05:46:14.069733 height_gnss: 11.20
2025-12-10T05:46:14.073243 lat_gnss: -2.7302849
2025-12-10T05:46:14.074264 lon_gnss: 169.3355102
2025-12-10T05:46:14.077117 battery_voltage: 6.92
2025-12-10T05:46:14.078120 rssi: -64.00
2025-12-10T05:46:14.081117 time_since_last_packet: 126
2025-12-10T05:46:14.207738 temperature > 80 C: 20
